setting_key,family,label,interval,horizon,n_signals,mean_atr,mean_bps,win_rate,signs_agree,blue_bars,mean_atr_BTCUSDT,mean_atr_ETHUSDT,mean_atr_SOLUSDT,rank_in_cell
"wavetrend[n1=15, n2=12, mode=all]",wavetrend,"n1=15, n2=12, mode=all",15m,24,21852,0.02883886065848257,0.5682202801859148,0.4964305326743548,True,0,0.021850265787408812,0.017529587645404496,0.04730883902440474,28.0
"wavetrend[n1=15, n2=12, mode=all]",wavetrend,"n1=15, n2=12, mode=all",15m,48,21838,0.001242049511963827,-0.5503186820392053,0.49908416521659493,False,0,-0.0011623281077608497,0.000403735018569081,0.00451535851213507,36.0
"wavetrend[n1=15, n2=12, mode=zone]",wavetrend,"n1=15, n2=12, mode=zone",15m,1,6419,-0.0063394825135572215,-0.3046766013889022,0.5017915563171833,False,0,-0.012198247147750307,-0.008857309310121887,0.0017811260452766978,44.0
"wavetrend[n1=15, n2=12, mode=zone]",wavetrend,"n1=15, n2=12, mode=zone",15m,3,6417,-0.007191416903460399,-0.7689031992435049,0.5128564749883123,False,0,-0.007881602097218584,-0.026447814372225084,0.011893638048937151,45.0
"wavetrend[n1=15, n2=12, mode=zone]",wavetrend,"n1=15, n2=12, mode=zone",15m,6,6417,-0.001575990325727792,-0.8946713952218792,0.5161290322580645,False,0,0.007438699346668249,-0.0180783164403767,0.0054103075762340965,45.0
"wavetrend[n1=15, n2=12, mode=zone]",wavetrend,"n1=15, n2=12, mode=zone",15m,12,6417,-0.0320753158943888,-2.8834722080555237,0.5150381798348138,False,0,-0.025250576983486515,-0.07895072874220133,0.006087964834572005,47.0
"wavetrend[n1=15, n2=12, mode=zone]",wavetrend,"n1=15, n2=12, mode=zone",15m,24,6416,-0.04767211466095512,-4.567239500089382,0.5115336658354115,False,0,0.026721274988724272,-0.1925787164191102,0.018255123336301585,50.0
"wavetrend[n1=15, n2=12, mode=zone]",wavetrend,"n1=15, n2=12, mode=zone",15m,48,6410,-0.143827875023557,-7.137732013342474,0.5132605304212169,True,0,-0.023659177226471113,-0.31757895592755625,-0.09498474439339058,57.0
"wavetrend[n1=15, n2=21, mode=all]",wavetrend,"n1=15, n2=21, mode=all",15m,1,19528,-0.00723561751920427,-0.27766545805161846,0.4760344121261778,False,0,-0.014505550404342099,-0.00920327896922757,0.0019755940635200384,47.0
"wavetrend[n1=15, n2=21, mode=all]",wavetrend,"n1=15, n2=21, mode=all",15m,3,19525,0.0026001360452220595,-0.3730931760086222,0.49280409731113956,False,0,-0.008177338831191231,0.004956898621585155,0.010977683236324884,36.0
"wavetrend[n1=15, n2=21, mode=all]",wavetrend,"n1=15, n2=21, mode=all",15m,6,19525,0.030796421050928016,0.7958866654839577,0.4952624839948784,True,0,0.013736581493872786,0.03330817366669216,0.04527711662583301,30.0
"wavetrend[n1=15, n2=21, mode=all]",wavetrend,"n1=15, n2=21, mode=all",15m,12,19525,0.004849038386991481,-0.5869235986660468,0.49234314980793853,False,0,-0.006490772991997933,0.00805995440924751,0.012931955253381665,38.0
"wavetrend[n1=15, n2=21, mode=all]",wavetrend,"n1=15, n2=21, mode=all",15m,24,19519,0.022976867570688175,0.3215562871991827,0.4976177058250935,True,0,0.014399436977841051,0.01916637032927438,0.03533479643694447,34.0
"wavetrend[n1=15, n2=21, mode=all]",wavetrend,"n1=15, n2=21, mode=all",15m,48,19509,-0.0026714260493688005,-0.6527339002337548,0.4985391357834845,False,0,-0.0023442980340463325,-0.005781166949978424,0.0001139762199017448,40.0
"wavetrend[n1=15, n2=21, mode=zone]",wavetrend,"n1=15, n2=21, mode=zone",15m,1,4247,-7.84875041431868e-05,-0.470148811809524,0.5031787143866259,False,0,0.019893042096575678,-0.010770213495715495,-0.009640066145355803,30.0
"wavetrend[n1=15, n2=21, mode=zone]",wavetrend,"n1=15, n2=21, mode=zone",15m,3,4247,-0.03348941633519274,-1.8462630539659184,0.5085943018601365,True,0,-0.012532894609291228,-0.056088865330094134,-0.03253103151416692,57.0
"wavetrend[n1=15, n2=21, mode=zone]",wavetrend,"n1=15, n2=21, mode=zone",15m,6,4247,-0.014581613066315292,-1.1023398260261346,0.52130915940664,False,0,0.020548338745966715,-0.073664583027877,0.007499518181121442,49.0
"wavetrend[n1=15, n2=21, mode=zone]",wavetrend,"n1=15, n2=21, mode=zone",15m,12,4247,-0.027227748833284285,-2.559794032926624,0.5297857311043089,False,0,-0.017354080534094683,-0.08752769961348503,0.021179387498190826,46.0
"wavetrend[n1=15, n2=21, mode=zone]",wavetrend,"n1=15, n2=21, mode=zone",15m,24,4246,-0.0008853837848501541,-1.0595259730575868,0.5237870937352803,False,0,0.06093559638672899,-0.082235090062601,0.01606554634303837,43.0
